ipg	ipg_accession	ipg_name	protein
560575829	HCF7572537.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF7572537.1
560575829	HCF7572537.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF7570018.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCW0765058.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_104052979.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1016206.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1018253.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5545741.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5547620.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4809857.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4814378.1
559775563	HCE5456613.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE5456613.1
518516529	EIU1615448.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU1615448.1
519564882	HBO4974364.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO4974364.1
519610660	HBO7158600.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO7158600.1
600901584	NA	NA	HCW0522436.1
560554797	HCF5969880.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF5969880.1
560554797	HCF5969880.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF5974885.1
241927570	WP_134618895.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_134618895.1
301262111	WP_162951866.1	class D beta-lactamase	WP_162951866.1
519416750	HBO3525479.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3525479.1
519416750	HBO3525479.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3529672.1
226359712	WP_126868482.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_126868482.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1590929.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1595008.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1646873.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1651676.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1659299.1
518556758	HBO1590929.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1663706.1
519617414	HBO7217080.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO7217080.1
518502941	HBN8301493.1	class D beta-lactamase	HBN8301493.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCT6682941.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_104052979.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1016206.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1018253.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5545741.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5547620.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4809857.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4814378.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HDQ4579203.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_171889086.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1305049.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1307709.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO6771733.1
326252475	WP_171889086.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO6774920.1
241936731	WP_134628144.1	class D beta-lactamase	WP_134628144.1
241892646	WP_134583984.1	class D beta-lactamase	WP_134583984.1
577451303	HCL3371720.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCL3371720.1
519636003	HBO8939737.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO8939737.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2864297.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9574437.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9579921.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9846220.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9852120.1
560144633	HCF2864297.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2858764.1
566404217	HCI1683302.1	class D beta-lactamase	HCI1683302.1
518532287	HBO0314501.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO0314501.1
518532287	HBO0314501.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO0311032.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9846220.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9574437.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9579921.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9852120.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2858764.1
560144633	HCE9846220.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2864297.1
214392192	WP_121200674.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_121200674.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2858764.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9574437.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9579921.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9846220.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9852120.1
560144633	HCF2858764.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF2864297.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCT4768050.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_114230457.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU1323603.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU1325563.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN9820160.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN9822729.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO0990111.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO0992745.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP5711879.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP5713611.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6835838.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6837355.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE7316320.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE7319282.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCG0949579.1
197484260	WP_114230457.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCG0951671.1
519615026	HBO7040160.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO7040160.1
614356876	NA	NA	EKJ2543066.1
519616659	HBO6942041.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO6942041.1
519607294	HBO7532824.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO7532824.1
89602572	WP_052188841.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_052188841.1
543086018	HCA5857784.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCA5857784.1
519425429	HBO2987278.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2987278.1
519425429	HBO2987278.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2991530.1
219841892	WP_124133711.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_124133711.1
543239006	HCA7817245.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCA7817245.1
241895436	WP_134586565.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_134586565.1
510070884	WP_234575249.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_234575249.1
226063346	WP_126622689.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1131	HCF3405715.1
226063346	WP_126622689.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1131	HCF3402537.1
519636082	HBO8939717.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO8939717.1
476267252	WP_219832788.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_219832788.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCR1196948.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_171892704.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP1177698.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP1180687.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6057339.1
326253757	WP_171892704.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6060844.1
47403401	WP_031636917.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3041191.1
47403401	WP_031636917.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3035904.1
241928693	WP_134620091.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_134620091.1
301506578	WP_162981697.1	penicillin-binding transpeptidase domain-containing protein	WP_162981697.1
543245365	HCA7893265.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCA7893265.1
560505219	HCF5558049.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF5558049.1
560505219	HCF5558049.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF5561482.1
197486729	WP_114231392.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_114231392.1
501221691	WP_228240859.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_228240859.1
214496016	WP_121413069.1	class D beta-lactamase	WP_121413069.1
560209939	HCF4363263.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF4363263.1
589926090	NA	NA	HCR1358803.1
570034821	WP_256713382.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCR1323319.1
570034821	WP_256713382.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_256713382.1
519690358	HBP3074760.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP3074760.1
601052958	NA	NA	HCW1099977.1
560036992	HCE6204430.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6204430.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HDR3108139.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_094776403.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2725351.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2729529.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2929971.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2934850.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO9226065.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO9230388.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6031840.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE6035743.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF3106487.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF3107541.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF4407061.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF4407999.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCL3902006.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCL3907302.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCZ8851803.1
241917379	WP_134608608.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EKM6332941.1
241917379	WP_134608608.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_134608608.1
241917379	WP_134608608.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIZ2942371.1
241917379	WP_134608608.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIZ2945721.1
609017501	WP_270135344.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_270135344.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCW0226787.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_104052979.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1016206.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO1018253.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5545741.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO5547620.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4809857.1
178465282	WP_104052979.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCJ4814378.1
518516146	EIU1671803.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU1671803.1
560161492	HCF0863807.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF0863807.1
369649476	WP_193684708.1	penicillin-binding transpeptidase domain-containing protein	WP_193684708.1
519597576	HBO6530414.1	class D beta-lactamase	HBO6530414.1
589928150	NA	NA	HCR1665559.1
589930244	NA	NA	HCR1577864.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCW0566119.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_124213927.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN8562643.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN8564023.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP1420172.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP1422219.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP6755970.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBP6756914.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCG0943896.1
219933572	WP_124213927.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCG0945622.1
559121264	HCE3811892.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE3811892.1
156109323	WP_094776403.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCZ8856012.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCW0616548.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_034047652.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU3705459.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU3708225.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU3788305.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	EIU3793215.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2924288.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO2928639.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3607635.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO3612259.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9266459.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9271598.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9339423.1
3381347	WP_034047652.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE9344925.1
587357451	NA	NA	HCP6219809.1
519603502	HBO7402365.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO7402365.1
558729859	HCE0305872.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCE0305872.1
160783044	WP_096069592.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HDQ4606649.1
160783044	WP_096069592.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_096069592.1
345552331	WP_181262228.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_181262228.1
226337734	WP_128725111.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_128725111.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HDQ9093007.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN8094969.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN8098565.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN9235493.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBN9238880.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF1656130.1
518505861	HBN8094969.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCF1662052.1
219888362	WP_128661786.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_128661786.1
238989182	WP_132585256.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_132585256.1
5724753	WP_009877300.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HCT6277533.1
5724753	WP_009877300.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	WP_009877300.1
5724753	WP_009877300.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO6146763.1
5724753	WP_009877300.1	OXA-50 family oxacillin-hydrolyzing class D beta-lactamase	HBO6149003.1
